ID	NAME	EQUATION	EC-NUMBER	GENE ASSOCIATION	LOWER BOUND	UPPER BOUND	OBJECTIVE	COMPARTMENT	MIRIAM	SUBSYSTEM
R08360	tryparedoxin:hydroperoxide oxidoreductase	ROOH[s] + Tryparedoxin[s] => H2O[s] + ROH[s] + Tryparedoxin disulfide[s]	ec-code/1.11.1.15;ec-code/1.11.1.-	augustus_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-0.2-mRNA-1_1	0	1000			kegg.reaction/R08360;kegg.pathway/rn00480;kegg.orthology/K11185;kegg.orthology/K11186	Glutathione metabolism
R08362	trypanothione:hydroperoxide oxidoreductase	Trypanothione[s] + ROOH[s] <=> H2O[s] + ROH[s] + Trypanothione disulfide[s]	ec-code/1.11.1.15	augustus_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-0.2-mRNA-1_1	-1000	1000			kegg.reaction/R08362;kegg.pathway/rn00480;kegg.orthology/K11185;kegg.orthology/K11186	Glutathione metabolism
R08363	2'-deoxyribonucleoside-diphosphate:tryparedoxin-disulfide 2'-oxidoreductase	Ribonucleoside diphosphate[s] + Tryparedoxin[s] => H2O[s] + 2'-Deoxyribonucleoside diphosphate[s] + Tryparedoxin disulfide[s]	ec-code/1.17.4.1	augustus_masked-NODE_7_length_420504_cov_27.1491_ID_13-processed-gene-2.152-mRNA-1_1 or maker-NODE_1_length_1866239_cov_27.8708_ID_1-augustus-gene-9.156-mRNA-1_1 or augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-13.127-mRNA-1_1	0	1000			kegg.reaction/R08363;kegg.pathway/rn00480;kegg.orthology/K10807;kegg.orthology/K10808	Glutathione metabolism
R08364	2'-deoxyribonucleoside-diphosphate:trypanothione-disulfide 2'-oxidoreductase	H2O[s] + Trypanothione disulfide[s] + 2'-Deoxyribonucleoside diphosphate[s] <=> Trypanothione[s] + Ribonucleoside diphosphate[s]	ec-code/1.17.4.1	augustus_masked-NODE_7_length_420504_cov_27.1491_ID_13-processed-gene-2.152-mRNA-1_1 or maker-NODE_1_length_1866239_cov_27.8708_ID_1-augustus-gene-9.156-mRNA-1_1 or augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-13.127-mRNA-1_1	-1000	1000			kegg.reaction/R08364;kegg.pathway/rn00480;kegg.orthology/K10807;kegg.orthology/K10808	Glutathione metabolism
R08379	retinol: NADP+ oxidoreductase	NADP+[s] + Retinol[s] <=> NADPH[s] + H+[s] + Retinal[s]	ec-code/1.1.1.300;ec-code/1.1.1.-	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-5.144-mRNA-1_1 or snap_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-1.114-mRNA-1_1 or snap_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-1.113-mRNA-1_1 or augustus_masked-NODE_38_length_115891_cov_36.554_ID_75-processed-gene-0.21-mRNA-1_1 or snap_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-1.115-mRNA-1_1 or augustus_masked-NODE_40_length_112643_cov_36.2668_ID_79-processed-gene-0.95-mRNA-1_1 or augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-3.51-mRNA-1_1 or augustus_masked-NODE_32_length_166735_cov_34.256_ID_63-processed-gene-0.49-mRNA-1_1 or augustus_masked-NODE_17_length_297273_cov_27.7333_ID_33-processed-gene-1.195-mRNA-1_1 or augustus_masked-NODE_10_length_350817_cov_26.8939_ID_19-processed-gene-0.93-mRNA-1_1	-1000	1000			kegg.reaction/R08379;kegg.pathway/rn00830;kegg.orthology/K11152;kegg.orthology/K11153;rhea/25036	Retinol metabolism
R08380	11-cis-retinol: NADP+ oxidoreductase	NADP+[s] + 11-cis-Retinol[s] <=> NADPH[s] + H+[s] + 11-cis-Retinal[s]	ec-code/1.1.1.-	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-5.144-mRNA-1_1 or snap_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-1.114-mRNA-1_1 or snap_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-1.113-mRNA-1_1 or augustus_masked-NODE_38_length_115891_cov_36.554_ID_75-processed-gene-0.21-mRNA-1_1 or snap_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-1.115-mRNA-1_1 or augustus_masked-NODE_40_length_112643_cov_36.2668_ID_79-processed-gene-0.95-mRNA-1_1 or augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-3.51-mRNA-1_1 or augustus_masked-NODE_32_length_166735_cov_34.256_ID_63-processed-gene-0.49-mRNA-1_1	-1000	1000			kegg.reaction/R08380;kegg.pathway/rn00830;kegg.orthology/K11152;rhea/54915	Retinol metabolism
R08381	Palmitoyl-CoA:retinol O-acyltransferase	Palmitoyl-CoA[s] + 11-cis-Retinol[s] => CoA[s] + 11-cis-Retinyl palmitate[s]	ec-code/2.3.1.76	augustus_masked-NODE_26_length_226459_cov_28.0762_ID_51-processed-gene-1.43-mRNA-1_1	0	1000			kegg.reaction/R08381;kegg.pathway/rn00830;kegg.orthology/K11155	Retinol metabolism
R08383		NADP+[s] + 9-cis-Retinol[s] <=> NADPH[s] + H+[s] + 9-cis-Retinal[s]	ec-code/1.1.1.-	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-5.144-mRNA-1_1 or snap_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-1.114-mRNA-1_1 or snap_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-1.113-mRNA-1_1 or augustus_masked-NODE_38_length_115891_cov_36.554_ID_75-processed-gene-0.21-mRNA-1_1 or snap_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-1.115-mRNA-1_1 or augustus_masked-NODE_40_length_112643_cov_36.2668_ID_79-processed-gene-0.95-mRNA-1_1 or augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-3.51-mRNA-1_1 or augustus_masked-NODE_32_length_166735_cov_34.256_ID_63-processed-gene-0.49-mRNA-1_1 or augustus_masked-NODE_17_length_297273_cov_27.7333_ID_33-processed-gene-1.195-mRNA-1_1 or augustus_masked-NODE_10_length_350817_cov_26.8939_ID_19-processed-gene-0.93-mRNA-1_1	-1000	1000			kegg.reaction/R08383;kegg.pathway/rn00830;kegg.orthology/K11152;kegg.orthology/K11153;rhea/54919	Retinol metabolism
R08384	retinal:oxygen oxidoreductase	H2O[s] + Oxygen[s] + 9-cis-Retinal[s] => Hydrogen peroxide[s] + 9-cis-Retinoic acid[s]	ec-code/1.2.3.1	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-3.112-mRNA-1_1	0	1000			kegg.reaction/R08384;kegg.pathway/rn00830;kegg.orthology/K00157	Retinol metabolism
R08385	retinal:NAD+ oxidoreductase	H2O[s] + NAD+[s] + 9-cis-Retinal[s] => NADH[s] + H+[s] + 9-cis-Retinoic acid[s]	ec-code/1.2.1.36	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-10.9-mRNA-1_1 or augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-1.68-mRNA-1_1 or augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-2.33-mRNA-1_1 or augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-1.6-mRNA-1_1 or augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-1.36-mRNA-1_1 or augustus_masked-NODE_38_length_115891_cov_36.554_ID_75-processed-gene-0.7-mRNA-1_1 or augustus_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-0.108-mRNA-1_1 or augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-2.54-mRNA-1_1 or augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-1.9-mRNA-1_1 or augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-4.22-mRNA-1_1	0	1000			kegg.reaction/R08385;kegg.pathway/rn00830;kegg.orthology/K07249	Retinol metabolism
R08408	Aldehyde:oxygen oxidoreductase	H2O[s] + Oxygen[s] + 1-Methylnicotinamide[s] <=> Hydrogen peroxide[s] + H+[s] + N1-Methyl-2-pyridone-5-carboxamide[s]	ec-code/1.2.3.1	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-3.112-mRNA-1_1	-1000	1000			kegg.reaction/R08408;kegg.pathway/rn00760;kegg.orthology/K00157	Nicotinate and nicotinamide metabolism
R08549	2-Oxoglutarate dehydrogenase complex	NAD+[s] + CoA[s] + 2-Oxoglutarate[s] <=> NADH[s] + CO2[s] + H+[s] + Succinyl-CoA[s]	ec-code/1.2.4.2;ec-code/1.8.1.4;ec-code/2.3.1.61	maker-NODE_13_length_316427_cov_31.537_ID_25-augustus-gene-1.4-mRNA-1_1 or snap_masked-NODE_10_length_350817_cov_26.8939_ID_19-processed-gene-1.118-mRNA-1_1 or augustus_masked-NODE_30_length_172163_cov_26.6541_ID_59-processed-gene-0.60-mRNA-1_1	-1000	1000			kegg.reaction/R08549;kegg.orthology/K00164;kegg.orthology/K00382;kegg.orthology/K00658;rhea/27789	
R08555	(R)-lactate hydro-lyase (adding N-acetyl-D-glucosamine 6-phosphate; N-acetylmuramate 6-phosphate-forming)	(R)-Lactate[s] + N-Acetyl-D-glucosamine 6-phosphate[s] <=> H2O[s] + N-Acetylmuramic acid 6-phosphate[s]	ec-code/4.2.1.126	augustus_masked-NODE_38_length_115891_cov_36.554_ID_75-processed-gene-0.38-mRNA-1_1 or augustus_masked-NODE_15_length_308614_cov_31.3159_ID_29-processed-gene-2.8-mRNA-1_1	-1000	1000			kegg.reaction/R08555;kegg.pathway/rn00520;kegg.orthology/K07106;rhea/26413	Amino sugar and nucleotide sugar metabolism
R08599		GDP-D-mannose[s] + G10694[s] <=> G01813[s] + GDP (G10620)[s]	ec-code/2.4.1.232	augustus_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-0.47-mRNA-1_1	-1000	1000			kegg.reaction/R08599;kegg.pathway/rn00513;kegg.module/M00074;kegg.orthology/K05528	Various types of N-glycan biosynthesis
R08639	alpha-D-glucose 1,6-phosphomutase	D-Glucose 1-phosphate[s] <=> D-Glucose 6-phosphate[s]	ec-code/5.4.2.2;ec-code/5.4.2.5	maker-NODE_24_length_234863_cov_28.0511_ID_47-augustus-gene-1.190-mRNA-1_1	-1000	1000			kegg.reaction/R08639;kegg.pathway/rn00500;kegg.pathway/rn00521;kegg.orthology/K01835	Starch and sucrose metabolism;Streptomycin biosynthesis
R08648	pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating)	Pyruvate[s] + 2-Oxobutanoate[s] <=> CO2[s] + (S)-2-Aceto-2-hydroxybutanoate[s]	ec-code/2.2.1.6	augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-3.210-mRNA-1_1 or augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-0.0-mRNA-1_1	-1000	1000			kegg.reaction/R08648;kegg.pathway/rn00290;kegg.module/M00019;kegg.orthology/K01652;kegg.orthology/K01653;rhea/27657	Valine, leucine and isoleucine biosynthesis
R08733	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoate:CoA ligase (AMP-forming)	ATP[s] + CoA[s] + 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate[s] <=> Diphosphate[s] + AMP[s] + (25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA[s]	ec-code/6.2.1.7	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-7.8-mRNA-1_1 or augustus_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-0.7-mRNA-1_1	-1000	1000			kegg.reaction/R08733;kegg.pathway/rn00120;kegg.module/M00104;kegg.orthology/K08748	Primary bile acid biosynthesis
R08734	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA 25-epimerase	(25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA[s] <=> (25S)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA[s]	ec-code/5.1.99.4	augustus_masked-NODE_49_length_71103_cov_38.7334_ID_97-processed-gene-0.68-mRNA-1_1 or augustus_masked-NODE_26_length_226459_cov_28.0762_ID_51-processed-gene-1.11-mRNA-1_1	-1000	1000			kegg.reaction/R08734;kegg.pathway/rn00120;kegg.module/M00104;kegg.orthology/K01796	Primary bile acid biosynthesis
R08738	3alpha,7alpha-dihydroxy-5beta-cholestanate:CoA ligase (AMP-forming)	ATP[s] + CoA[s] + 3alpha,7alpha-Dihydroxy-5beta-cholestanate[s] <=> Diphosphate[s] + AMP[s] + (25R)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA[s]	ec-code/6.2.1.7	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-7.8-mRNA-1_1 or augustus_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-0.7-mRNA-1_1	-1000	1000			kegg.reaction/R08738;kegg.pathway/rn00120;kegg.module/M00104;kegg.orthology/K08748	Primary bile acid biosynthesis
R08739	3alpha,7alpha-dihydroxy-5beta-cholestanoyl-CoA 25-epimerase	(25R)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA[s] <=> (25S)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA[s]	ec-code/5.1.99.4	augustus_masked-NODE_49_length_71103_cov_38.7334_ID_97-processed-gene-0.68-mRNA-1_1 or augustus_masked-NODE_26_length_226459_cov_28.0762_ID_51-processed-gene-1.11-mRNA-1_1	-1000	1000			kegg.reaction/R08739;kegg.pathway/rn00120;kegg.module/M00104;kegg.orthology/K01796	Primary bile acid biosynthesis
R08743	chenodeoxycholate:CoA ligase (AMP-forming)	Diphosphate[s] + AMP[s] + Chenodeoxycholoyl-CoA[s] <=> ATP[s] + CoA[s] + Chenodeoxycholate[s]	ec-code/6.2.1.7	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-7.8-mRNA-1_1 or augustus_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-0.7-mRNA-1_1	-1000	1000			kegg.reaction/R08743;kegg.pathway/rn00120;kegg.orthology/K08748	Primary bile acid biosynthesis
R08945	11beta,17beta-dihydroxy-4-androsten-3-one:NAD+ 17-oxidoreductase	NADH[s] + H+[s] + 11beta-Hydroxyandrost-4-ene-3,17-dione[s] => NAD+[s] + 11beta,17beta-Dihydroxy-4-androsten-3-one[s]	ec-code/1.1.1.62	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-13.110-mRNA-1_1	0	1000			kegg.reaction/R08945;kegg.pathway/rn00140;kegg.orthology/K10251	Steroid hormone biosynthesis
R08964	ATP:1D-myo-inositol-5-diphosphate-pentakisphosphate phosphotransferase	ATP[s] + 5-PP-InsP5[s] => ADP[s] + 1D-myo-Inositol 1,5-bis(diphosphate) 2,3,4,6-tetrakisphosphate[s]	ec-code/2.7.4.24	augustus_masked-NODE_10_length_350817_cov_26.8939_ID_19-processed-gene-2.35-mRNA-1_1	0	1000			kegg.reaction/R08964;kegg.orthology/K13024;rhea/10279	
R08980	11beta,17beta-dihydroxy-4-androsten-3-one:NADP+ 17-oxidoreductase	NADPH[s] + H+[s] + 11beta-Hydroxyandrost-4-ene-3,17-dione[s] => NADP+[s] + 11beta,17beta-Dihydroxy-4-androsten-3-one[s]	ec-code/1.1.1.62	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-13.110-mRNA-1_1	0	1000			kegg.reaction/R08980;kegg.pathway/rn00140;kegg.orthology/K10251	Steroid hormone biosynthesis
R09030	D-allose-6-phosphate aldose-ketose-isomerase	D-Allose 6-phosphate[s] <=> D-Allulose 6-phosphate[s]	ec-code/5.3.1.6	augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-2.11-mRNA-1_1	-1000	1000			kegg.reaction/R09030;kegg.pathway/rn00051;kegg.orthology/K01808;rhea/28433	Fructose and mannose metabolism
R09034	acyl-CoA:1-acyl-sn-glycero-3-phosphoinositol O-acyltransferase	Acyl-CoA[s] + 1-Acylglycerophosphoinositol[s] => CoA[s] + 1-Phosphatidyl-D-myo-inositol[s]	ec-code/2.3.1.-	augustus_masked-NODE_6_length_431703_cov_27.3617_ID_11-processed-gene-3.63-mRNA-1_1 or augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-10.21-mRNA-1_1	0	1000			kegg.reaction/R09034;kegg.pathway/rn00564;kegg.orthology/K13513;kegg.orthology/K13519;kegg.orthology/K13523	Glycerophospholipid metabolism
R09035	acyl-CoA:1-acyl-sn-glycero-3-phosphoserine O-acyltransferase	Acyl-CoA[s] + 1-Acyl-sn-glycero-3-phosphoserine[s] => CoA[s] + Phosphatidylserine[s]	ec-code/2.3.1.-	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-10.21-mRNA-1_1	0	1000			kegg.reaction/R09035;kegg.pathway/rn00564;kegg.orthology/K13519	Glycerophospholipid metabolism
R09036	acyl-CoA:1-acyl-sn-glycero-3-phosphoglycerol O-acyltransferase	Acyl-CoA[s] + 1-Acyl-sn-glycero-3-phosphoglycerol[s] => CoA[s] + Phosphatidylglycerol[s]	ec-code/2.3.1.-	augustus_masked-NODE_6_length_431703_cov_27.3617_ID_11-processed-gene-3.63-mRNA-1_1 or augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-10.21-mRNA-1_1	0	1000			kegg.reaction/R09036;kegg.pathway/rn00564;kegg.orthology/K13513;kegg.orthology/K13519	Glycerophospholipid metabolism
R09037		Acyl-CoA[s] + Monolysocardiolipin[s] => CoA[s] + Cardiolipin[s]	ec-code/2.3.1.-	augustus_masked-NODE_15_length_308614_cov_31.3159_ID_29-processed-gene-0.82-mRNA-1_1 or augustus_masked-NODE_6_length_431703_cov_27.3617_ID_11-processed-gene-3.63-mRNA-1_1	0	1000			kegg.reaction/R09037;kegg.pathway/rn00564;kegg.orthology/K13511;kegg.orthology/K13513	Glycerophospholipid metabolism
R09038	cardiolipin acylhydrolase	H2O[s] + Cardiolipin[s] => Fatty acid[s] + Monolysocardiolipin[s]	ec-code/3.1.1.-	augustus_masked-NODE_25_length_227728_cov_27.0207_ID_49-processed-gene-1.38-mRNA-1_1 or augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-3.27-mRNA-1_1	0	1000			kegg.reaction/R09038;kegg.pathway/rn00564;kegg.orthology/K13535	Glycerophospholipid metabolism
R09072	S-adenosyl-L-methionine:1,2-diacyl-sn-glycerol 3-amino-3-carboxypropyltransferase	S-Adenosyl-L-methionine[s] + 1,2-Diacyl-sn-glycerol[s] => 5'-Methylthioadenosine[s] + Diacylglycerylhomoserine[s]		augustus_masked-NODE_17_length_297273_cov_27.7333_ID_33-processed-gene-1.202-mRNA-1_1	0	1000			kegg.reaction/R09072;kegg.pathway/rn00564;kegg.orthology/K13621	Glycerophospholipid metabolism
R09073	S-adenosylmethionine:diacylglycerylhomoserine N-methyltransferase (diacylglyceryl-N,N,N-trimethylhomoserine-forming)	3 S-Adenosyl-L-methionine[s] + Diacylglycerylhomoserine[s] => 3 S-Adenosyl-L-homocysteine[s] + Diacylglyceryl-N,N,N-trimethylhomoserine[s]		augustus_masked-NODE_17_length_297273_cov_27.7333_ID_33-processed-gene-1.202-mRNA-1_1	0	1000			kegg.reaction/R09073;kegg.pathway/rn00564;kegg.orthology/K13621	Glycerophospholipid metabolism
R09074	N1-acetylspermidine:oxygen oxidoreductase (3-acetamidopropanal-forming)	H2O[s] + Oxygen[s] + N1-Acetylspermidine[s] <=> Hydrogen peroxide[s] + Putrescine[s] + 3-Acetamidopropanal[s]	ec-code/1.5.3.13;ec-code/1.5.3.17	augustus_masked-NODE_49_length_71103_cov_38.7334_ID_97-processed-gene-0.76-mRNA-1_1 or augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-10.45-mRNA-1_1 or maker-NODE_33_length_161565_cov_26.848_ID_65-augustus-gene-0.86-mRNA-1_1 or snap_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-11.54-mRNA-1_1	-1000	1000			kegg.reaction/R09074;kegg.orthology/K13367;rhea/25815	
R09076	spermidine:oxygen oxidoreductase (spermidine-forming)	H2O[s] + Oxygen[s] + Spermine[s] => Hydrogen peroxide[s] + Spermidine[s] + 3-Aminopropanal[s]	ec-code/1.5.3.16;ec-code/1.5.3.17	maker-NODE_24_length_234863_cov_28.0511_ID_47-augustus-gene-1.191-mRNA-1_1 or augustus_masked-NODE_49_length_71103_cov_38.7334_ID_97-processed-gene-0.76-mRNA-1_1 or augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-10.45-mRNA-1_1 or maker-NODE_33_length_161565_cov_26.848_ID_65-augustus-gene-0.86-mRNA-1_1 or snap_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-11.54-mRNA-1_1	0	1000			kegg.reaction/R09076;kegg.pathway/rn00330;kegg.pathway/rn00410;kegg.orthology/K12259;kegg.orthology/K13367;kegg.orthology/K17839;rhea/25807	Arginine and proline metabolism;beta-Alanine metabolism
R09077	spermidine:oxygen oxidoreductase (3-aminopropanal-forming)	H2O[s] + Oxygen[s] + Spermidine[s] <=> Hydrogen peroxide[s] + Putrescine[s] + 3-Aminopropanal[s]	ec-code/1.5.3.17	maker-NODE_24_length_234863_cov_28.0511_ID_47-augustus-gene-1.191-mRNA-1_1 or augustus_masked-NODE_49_length_71103_cov_38.7334_ID_97-processed-gene-0.76-mRNA-1_1 or augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-10.45-mRNA-1_1 or maker-NODE_33_length_161565_cov_26.848_ID_65-augustus-gene-0.86-mRNA-1_1 or snap_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-11.54-mRNA-1_1	-1000	1000			kegg.reaction/R09077;kegg.pathway/rn00330;kegg.pathway/rn00410;kegg.orthology/K13367;kegg.orthology/K17839;rhea/25811	Arginine and proline metabolism;beta-Alanine metabolism
R09078	(S)-acetoin:NAD+ oxidoreductase	NADH[s] + H+[s] + Diacetyl[s] => NAD+[s] + (S)-Acetoin[s]	ec-code/1.1.1.304	augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-3.45-mRNA-1_1	0	1000			kegg.reaction/R09078;kegg.pathway/rn00650;kegg.orthology/K03366;rhea/27289	Butanoate metabolism
R09087	ATP:1D-myo-inositol-hexakisphosphate 5-phosphotransferase	ATP[s] + Phytic acid[s] => ADP[s] + 5-PP-InsP5[s]	ec-code/2.7.4.21	maker-NODE_41_length_105529_cov_27.8891_ID_81-snap-gene-0.55-mRNA-1_1	0	1000			kegg.reaction/R09087;kegg.orthology/K07756	
R09099	5,10-methylenetetrahydromethanopterin:glycine hydroxymethyltransferase	L-Serine[s] + 5,6,7,8-Tetrahydromethanopterin[s] <=> H2O[s] + Glycine[s] + 5,10-Methylenetetrahydromethanopterin[s]	ec-code/2.1.2.1	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-3.143-mRNA-1_1 or augustus_masked-NODE_10_length_350817_cov_26.8939_ID_19-processed-gene-0.117-mRNA-1_1	-1000	1000			kegg.reaction/R09099;kegg.pathway/rn00680;kegg.orthology/K00600	Methane metabolism
R09107	N-acetyl-L-citrulline amidohydrolase	H2O[s] + N-Acetyl-L-citrulline[s] <=> Acetate[s] + L-Citrulline[s]	ec-code/3.5.1.16	augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-1.23-mRNA-1_1	-1000	1000			kegg.reaction/R09107;kegg.pathway/rn00220;kegg.module/M00845;kegg.orthology/K01438	Arginine biosynthesis
R09245	(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase (adding 3 isopentenyl units)	3 Isopentenyl diphosphate[s] + trans,trans-Farnesyl diphosphate[s] <=> 3 Diphosphate[s] + all-trans-Hexaprenyl diphosphate[s]	ec-code/2.5.1.83	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-11.267-mRNA-1_1	-1000	1000			kegg.reaction/R09245;kegg.pathway/rn00900;kegg.orthology/K05355;rhea/27562	Terpenoid backbone biosynthesis
R09246	geranylgeranyl-diphosphate:isopentenyl-diphosphate transferase (adding 2 isopentenyl units)	2 Isopentenyl diphosphate[s] + Geranylgeranyl diphosphate[s] <=> 2 Diphosphate[s] + all-trans-Hexaprenyl diphosphate[s]	ec-code/2.5.1.82	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-11.267-mRNA-1_1	-1000	1000			kegg.reaction/R09246;kegg.pathway/rn00900;kegg.orthology/K05355;rhea/27558	Terpenoid backbone biosynthesis
R09289	3-hydroxypropionate:NADP+ oxidoreductase	NADP+[s] + 3-Hydroxypropanoate[s] <=> NADPH[s] + H+[s] + 3-Oxopropanoate[s]	ec-code/1.1.1.298;ec-code/1.1.1.-	augustus_masked-NODE_41_length_105529_cov_27.8891_ID_81-processed-gene-0.32-mRNA-1_1	-1000	1000			kegg.reaction/R09289;kegg.pathway/rn00240;kegg.pathway/rn00720;kegg.module/M00375;kegg.orthology/K16066	Pyrimidine metabolism;Carbon fixation pathways in prokaryotes
R09300		GDP-D-mannose[s] + G13027[s] <=> GDP (G10620)[s] + G10737[s]	ec-code/2.4.1.-	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-0.26-mRNA-1_1 or augustus_masked-NODE_26_length_226459_cov_28.0762_ID_51-processed-gene-0.21-mRNA-1_1 or augustus_masked-NODE_27_length_218879_cov_27.44_ID_53-processed-gene-0.107-mRNA-1_1 or augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-1.4-mRNA-1_1 or augustus_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-1.14-mRNA-1_1 or augustus_masked-NODE_10_length_350817_cov_26.8939_ID_19-processed-gene-2.0-mRNA-1_1 or augustus_masked-NODE_22_length_248937_cov_28.0058_ID_43-processed-gene-1.200-mRNA-1_1	-1000	1000			kegg.reaction/R09300;kegg.pathway/rn00514;kegg.orthology/K10967	Other types of O-glycan biosynthesis
R09301		GDP-D-mannose[s] + G10737[s] <=> GDP (G10620)[s] + G10842[s]	ec-code/2.4.1.-	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-0.26-mRNA-1_1 or augustus_masked-NODE_26_length_226459_cov_28.0762_ID_51-processed-gene-0.21-mRNA-1_1 or augustus_masked-NODE_27_length_218879_cov_27.44_ID_53-processed-gene-0.107-mRNA-1_1 or augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-1.4-mRNA-1_1 or augustus_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-1.14-mRNA-1_1 or augustus_masked-NODE_10_length_350817_cov_26.8939_ID_19-processed-gene-2.0-mRNA-1_1 or augustus_masked-NODE_22_length_248937_cov_28.0058_ID_43-processed-gene-1.200-mRNA-1_1	-1000	1000			kegg.reaction/R09301;kegg.pathway/rn00514;kegg.orthology/K10967	Other types of O-glycan biosynthesis
