"rxn"	"query"	"formula"	"description"	"ko"	"pathway"	"pathway_name0"
"rn:R02021"	"YPR167C"	" Thioredoxin + 3'-Phosphoadenylyl sulfate <=> Thioredoxin disulfide + Sulfite + Adenosine 3',5'-bisphosphate"	"adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming)"	"K00390"	"path:map00920;path:map01100;path:map01120"	"sce00920  Sulfur metabolism;sce01100  Metabolic pathways;sce01120  Microbial metabolism in diverse environments"
"rn:R01009"	"YPR183W"	" GDP-mannose + Dolichyl phosphate <=> GDP + Dolichyl phosphate D-mannose"	"GDPmannose:dolichyl-phosphate O-beta-D-mannosyltransferase"	"K00721"	"path:map00510;path:map01100"	"sce00510  N-Glycan biosynthesis;sce01100  Metabolic pathways"
"rn:R02109"	"YPR184W"	" Starch + H2O <=> Amylose + alpha-D-Glucose"	"Dextrin 6-alpha-D-glucanohydrolase"	"K01196"	"path:map00500;path:map01100;path:map01110"	"sce00500  Starch and sucrose metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites"
"rn:R05196"	"YPR184W"	" Amylose + n D-Glucose <=> n Maltose"	"1,4-alpha-D-Glucan:1,4-alpha-D-glucan 4-alpha-D-glycosyltransferase"	"K01196"	"path:map00500;path:map01100;path:map01110"	"sce00500  Starch and sucrose metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites"
"rn:R03632"	"YAR018C;YAR019C;YBL009W;YBL088C;YBR028C;YBR097W;YBR274W;YCL024W;YDL017W;YDL079C;YDL101C;YDR122W;YDR283C;YDR466W;YDR477W;YDR490C;YDR523C;YER123W;YER129W;YFL033C;YGL179C;YGL180W;YGR188C;YGR262C;YHL007C;YHR079C;YHR135C;YHR205W;YIL035C;YIL095W;YJL106W;YJL187C;YJR066W;YKL048C;YKL126W;YKL203C;YLR096W;YMR104C;YMR139W;YMR216C;YNL020C;YNL154C;YNL207W;YNL298W;YOL100W;YOL113W;YOR061W;YOR119C;YOR351C;YPL204W;YPL209C;YPL236C"	" ATP + Protamine <=> ADP + O-Phosphoprotamine"	"ATP:protamine O-phosphotransferase"	"K20872"	NA	"NA  NA"
"rn:R00162"	"YAR018C;YAR019C;YBL009W;YBL016W;YBL088C;YBL105C;YBR028C;YBR097W;YBR160W;YBR274W;YCL024W;YCR073C;YDL017W;YDL028C;YDL079C;YDL101C;YDL108W;YDL159W;YDR122W;YDR283C;YDR466W;YDR477W;YDR490C;YDR523C;YER123W;YER129W;YFL029C;YFL033C;YFR014C;YGL179C;YGL180W;YGR040W;YGR188C;YGR262C;YHL007C;YHR030C;YHR079C;YHR135C;YHR205W;YIL035C;YIL095W;YJL095W;YJL106W;YJL128C;YJL141C;YJL164C;YJL187C;YJR066W;YKL048C;YKL126W;YKL139W;YKL166C;YKL203C;YLL019C;YLR096W;YLR113W;YLR362W;YMR001C;YMR104C;YMR139W;YMR216C;YNL020C;YNL154C;YNL207W;YNL298W;YNR031C;YOL016C;YOL100W;YOL113W;YOR061W;YOR119C;YOR231W;YOR351C;YPL031C;YPL042C;YPL140C;YPL203W;YPL204W;YPL209C;YPL236C;YPR054W;YPR161C"	" ATP + Protein <=> ADP + Phosphoprotein"	"ATP:protein phosphotransferase; ATP:protein phosphotransferase (Ca2+/calmodulin-dependent)"	"K20872"	NA	"NA  NA"
"rn:R01010"	"YAR071W;YBR093C;YHR215W"	" Glycerone phosphate + H2O <=> Glycerone + Orthophosphate"	"Glycerone phosphate phosphohydrolase"	"K23458"	NA	"NA  NA"
"rn:R00626"	"YAR071W;YBR093C;YHR215W"	" Orthophosphoric monoester + H2O <=> Alcohol + Orthophosphate"	"phosphate-monoester phosphohydrolase"	"K23458"	NA	"NA  NA"
"rn:R11527"	"YAR071W;YBR093C;YHR215W"	" 1-Acyl-sn-glycerol 3-phosphate + H2O <=> 1-Acylglycerol + Orthophosphate"	"1-acyl-sn-glycerol 3-phosphate phosphohydrolase"	"K23458"	NA	"NA  NA"
"rn:R00595"	"YBL024W"	" S-Adenosyl-L-methionine + tRNA cytosine <=> S-Adenosyl-L-homocysteine + tRNA containing 5-methylcytosine"	"S-adenosyl-L-methionine:tRNA (cytosine-C5)-methyltransferase"	"K15334"	NA	"NA  NA"
"rn:R03552"	"YBL052C;YGR252W;YGR274C;YMR127C;YOR244W;YPL001W;YPL086C"	" Acetyl-CoA + Histone-L-lysine <=> CoA + Histone N6-acetyl-L-lysine"	"Acetyl-CoA:histone acetyltransferase"	"K11378"	NA	"NA  NA"
"rn:R00164"	"YBL056W;YBR125C;YDL006W;YDL047W;YDL134C;YDL188C;YDR066C;YDR075W;YDR436W;YER089C;YER133W;YER139C;YGR123C;YHR004C;YHR076W;YLL010C;YLR019W;YLR433C;YML016C;YML057W;YMR277W;YNL222W;YNR032W;YPL179W"	" Phosphoprotein + H2O <=> Protein + Orthophosphate"	"Phosphoprotein phosphohydrolase"	"K14803"	NA	"NA  NA"
"rn:R04238"	"YBL057C;YHR189W;YOL114C"	" N-Substituted aminoacyl-tRNA + H2O <=> N-Substituted amino acid + tRNA"	"Aminoacyl-tRNA aminoacylhydrolase"	"K04794"	NA	"NA  NA"
"rn:R07180"	"YBL064C;YDR453C;YIL010W;YLR109W;YML028W"	" ROOH + 2 Thiol-containing reductant <=> Alcohol + H2O + Oxidized thiol-containing reductant"	"thiol-containing-reductant:hydroperoxide oxidoreductase"	"K03386"	"path:map04214"	"sce04214  Apoptosis - fly"
"rn:R08360"	"YBL064C;YDR453C;YIL010W;YLR109W;YML028W"	" Tryparedoxin + ROOH <=> Tryparedoxin disulfide + H2O + ROH"	"tryparedoxin:hydroperoxide oxidoreductase"	"K03386"	"path:map04214"	"sce04214  Apoptosis - fly"
"rn:R08362"	"YBL064C;YDR453C;YIL010W;YLR109W;YML028W"	" Trypanothione + ROOH <=> Trypanothione disulfide + H2O + ROH"	"trypanothione:hydroperoxide oxidoreductase"	"K03386"	"path:map04214"	"sce04214  Apoptosis - fly"
"rn:R02418"	"YBL067C;YBR058C;YDL122W;YDR069C;YER098W;YER144C;YER151C;YFR010W;YGL082W;YHL013C;YIL156W;YJL197W;YJR099W;YKR098C;YMR223W;YMR304W;YNL186W;YOR124C;YPL072W;YPL191C"	" Ubiquitin C-terminal thiolester + H2O <=> Ubiquitin + Thiol"	"Ubiquitin-C-terminal-thiolester hydrolase"	"K11872"	NA	"NA  NA"
"rn:R00004"	"YBR011C;YMR267W"	" Diphosphate + H2O <=> 2 Orthophosphate"	"diphosphate phosphohydrolase; pyrophosphate phosphohydrolase"	"K01507"	"path:map00190"	"sce00190  Oxidative phosphorylation"
"rn:R02364"	"YBR046C"	" 2 Quinone + NADPH + H+ <=> 2 Semiquinone + NADP+"	"NADPH2:quinone oxidoreductase"	"K00344"	NA	"NA  NA"
"rn:R10497"	"YBR141C;YDR083W"	" S-Adenosyl-L-methionine + Adenine in rRNA <=> S-Adenosyl-L-homocysteine + N1-Methyladenine in rRNA"	"S-adenosyl-L-methionine:25S rRNA (adenine2142-N1)-methyltransferase; S-adenosyl-L-methionine:25S rRNA (adenine645-N1)-methyltransferase"	"K18849"	NA	"NA  NA"
"rn:R01574"	"YBR149W;YMR041C"	" D-Arabinose + NAD+ <=> D-Arabinono-1,4-lactone + NADH + H+"	"D-Arabinose:NAD+ 1-oxidoreductase"	"K00063"	NA	"NA  NA"
"rn:R01575"	"YBR149W"	" D-Arabinose + NADP+ <=> D-Arabinono-1,4-lactone + NADPH + H+"	"D-Arabinose:NADP+ 1-oxidoreductase"	"K00063"	NA	"NA  NA"
"rn:R07607"	"YCL033C"	" Peptide-L-methionine + Thioredoxin disulfide + H2O <=> Peptide-L-methionine (R)-S-oxide + Thioredoxin"	"peptide-methionine:thioredoxin-disulfide S-oxidoreductase"	"K07305"	NA	"NA  NA"
"rn:R11029"	"YCR014C;YDR419W;YEL055C;YIL139C;YOR330C;YPL167C"	"2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate <=> DNA 5-hydroxymethylcytosine"	"NONE"	"K10981"	"path:map03450"	"sce03450  Non-homologous end-joining"
"rn:R00379"	"YCR014C;YDR419W;YEL055C;YIL139C;YLR318W;YOR330C;YPL167C"	" Deoxynucleoside triphosphate + DNA(n) <=> Diphosphate + DNA(n+1)"	"Deoxynucleoside triphosphate:DNA deoxynucleotidyltransferase"	"K10981"	"path:map03450"	"sce03450  Non-homologous end-joining"
"rn:R04273"	"YCR069W;YDR155C;YDR304C;YDR519W;YHR057C;YJR017C;YJR032W;YLR216C;YLR449W;YML074C;YML078W;YNL135C;YNR028W;YPL064C"	" Peptidylproline (omega=180) <=> Peptidylproline (omega=0)"	"Peptidylproline cis-trans-isomerase"	"K01802"	NA	"NA  NA"
"rn:R02584"	"YDL028C;YDL159W;YJL128C;YJL141C;YLL019C;YOR231W;YPL140C"	" ATP + Protein tyrosine <=> ADP + Protein tyrosine phosphate"	"ATP:[protein]-L-tyrosine O-phosphotransferase"	"K08866"	"path:map04110;path:map04111"	"sce04110  Cell cycle;sce04111  Cell cycle - yeast"
"rn:R02163"	"YDL085W;YML120C;YMR145C"	" Ubiquinol + NAD+ <=> Ubiquinone + NADH + H+"	"NADH:ubiquinone oxidoreductase"	"K17871"	NA	"NA  NA"
"rn:R04358"	"YDL108W;YKL139W;YPL042C;YPR161C"	" ATP + [DNA-directed RNA polymerase] <=> ADP + Phospho-[DNA-directed RNA polymerase]"	"ATP:[DNA-directed RNA polymerase] phosphotransferase"	"K02202"	"path:map03022;path:map03420;path:map04110"	"sce03022  Basal transcription factors;sce03420  Nucleotide excision repair;sce04110  Cell cycle"
"rn:R02917"	"YDL112W"	" S-Adenosyl-L-methionine + tRNA guanine <=> S-Adenosyl-L-homocysteine + tRNA containing 2'-O-methylguanosine"	"S-Adenosyl-L-methionine:tRNA (guanosine-2'-O-)-methyltransferase"	"K15333"	NA	"NA  NA"
"rn:R04314"	"YDL200C"	" DNA containing 6-O-methylguanine + [Protein]-L-cysteine <=> Protein S-methyl-L-cysteine + DNA containing guanine"	"DNA-6-O-methylguanine:protein-L-cysteine S-methyltransferase"	"K00567"	NA	"NA  NA"
"rn:R00600"	"YDL201W"	" S-Adenosyl-L-methionine + tRNA guanine <=> S-Adenosyl-L-homocysteine + tRNA containing N7-methylguanine"	"S-Adenosyl-L-methionine:tRNA guanine N7-methyltransferase; S-Adenosyl-L-methionine:tRNA (guanine-N7-)-methyltransferase"	"K03439"	NA	"NA  NA"
"rn:R02585"	"YDL230W;YDR067C;YER075C;YER134C;YGR203W;YIL113W;YMR036C;YNL032W;YNL053W;YNL099C;YOR208W"	" Protein tyrosine phosphate + H2O <=> Protein tyrosine + Orthophosphate"	"Protein-tyrosine-phosphate phosphohydrolase"	"K01104"	NA	"NA  NA"
"rn:R10484"	"YDR126W;YDR264C;YDR459C;YLR246W;YNL326C;YOL003C;YOR034C"	" Palmitoyl-CoA + [Protein]-L-cysteine <=> S-Palmitoylprotein + CoA"	"palmitoyl-CoA:[protein]-L-cysteine S-palmitoyltransferase"	"K20003"	NA	"NA  NA"
"rn:R10806"	"YDR140W"	" Protein glutamine + S-Adenosyl-L-methionine <=> Protein N5-methyl-L-glutamine + S-Adenosyl-L-homocysteine"	"S-adenosyl-L-methionine:[protein]-L-glutamine (N5-glutamine)-methyltransferase"	"K19589"	NA	"NA  NA"
"rn:R00275"	"YDR347W;YHR008C;YJR101W;YJR104C"	" 2 O2.- + 2 H+ <=> Hydrogen peroxide + Oxygen"	"superoxide:superoxide oxidoreductase"	"K04564"	"path:map04013;path:map04068;path:map04146;path:map04211;path:map04212;path:map04213;path:map05016"	"sce04013  MAPK signaling pathway - fly;sce04068  FoxO signaling pathway;sce04146  Peroxisome;sce04211  Longevity regulating pathway;sce04212  Longevity regulating pathway - worm;sce04213  Longevity regulating pathway - multiple species;sce05016  Huntington's disease"
"rn:R10159"	"YDR376W"	" 2 Reduced adrenal ferredoxin + NADP+ + H+ <=> 2 Oxidized adrenal ferredoxin + NADPH"	"adrenodoxin:NADP+ oxidoreductase"	"K18914"	NA	"NA  NA"
"rn:R00001"	"YDR452W"	" Polyphosphate + n H2O <=> (n+1) Oligophosphate"	"polyphosphate polyphosphohydrolase"	"K06018"	NA	"NA  NA"
"rn:R04120"	"YER042W"	" Peptide-L-methionine + Thioredoxin disulfide + H2O <=> Peptide-L-methionine (S)-S-oxide + Thioredoxin"	"peptide-L-methionine:thioredoxin-disulfide S-oxidoreductase [L-methionine (S)-S-oxide-forming]"	"K07304"	NA	"NA  NA"
"rn:R07606"	"YER042W"	" L-Methionine + Thioredoxin disulfide + H2O <=> L-Methionine (S)-S-oxide + Thioredoxin"	"L-methionine:thioredoxin-disulfide S-oxidoreductase"	"K07304"	NA	"NA  NA"
"rn:R11861"	"YER163C;YGL192W"	NA	NA	"K07232"	"path:map00480;path:map01100"	"sce00480  Glutathione metabolism;sce01100  Metabolic pathways"
"rn:R05764"	"YER175C"	" S-Adenosyl-L-methionine + trans-Aconitate <=> S-Adenosyl-L-homocysteine + (E)-2-(Methoxycarbonylmethyl)butenedioate"	"S-adenosyl-L-methionine:(E)-prop-1-ene-1,2,3-tricarboxylate 3'-O-methyltransferase"	"K22438"	NA	"NA  NA"
"rn:R10813"	"YFL036W"	" n Nucleoside triphosphate <=> 5'-Triphospho-[mRNA](n) + (n-1) Diphosphate"	"nucleoside-triphosphate:nucleoside-triphosphate nucleotidyltransferase (DNA-directed)"	"K10908"	NA	"NA  NA"
"rn:R00444"	"YFL036W"	" Nucleoside triphosphate + RNA <=> Diphosphate + RNA"	"nucleoside-triphosphate:RNA nucleotidyltransferase (DNA-directed); nucleoside-triphosphate:RNA nucleotidyltransferase (RNA-directed)"	"K10908"	NA	"NA  NA"
"rn:R02884"	"YFR014C;YOL016C"	" ATP + Caldesmon <=> ADP + Caldesmon phosphate"	"ATP:Caldesmon phosphotransferase (Ca2+/calmodulin-dependent)"	"K08794"	"path:map04921;path:map04925"	"sce04921  Oxytocin signaling pathway;sce04925  Aldosterone synthesis and secretion"
"rn:R10498"	"YGL050W"	" S-Adenosyl-L-methionine + 7-[(3S)-3-Amino-3-carboxypropyl]-4-demethylwyosine in tRNA(Phe) <=> S-Adenosyl-L-homocysteine + 7-[(3S)-(3-Amino-3-carboxypropyl)]wyosine in tRNA(Phe)"	"S-adenosyl-L-methionine:tRNAPhe [7-[(3S)-(3-amino-3-carboxypropyl)-4-demethyl]wyosine-N4]-methyltransferase"	"K15450"	NA	"NA  NA"
"rn:R08717"	"YGL156W"	"G00309 + H2O <=> G00319 + D-Mannose"	"NONE"	"K01191"	"path:map00511"	"sce00511  Other glycan degradation"
"rn:R08718"	"YGL156W"	"G00595 + H2O <=> G00971 + D-Mannose"	"NONE"	"K01191"	"path:map00511"	"sce00511  Other glycan degradation"
"rn:R00057"	"YGR029W;YPR037C"	" Oxygen + 2 R'C(R)SH <=> R'C(R)S-S(R)CR' + Hydrogen peroxide"	"thiol:oxygen oxidoreductase"	"K17783"	NA	"NA  NA"
"rn:R00627"	"YGR177C;YOR377W"	" Acetyl-CoA + Alcohol <=> CoA + Acetic ester"	"Acetyl-CoA:alcohol O-acetyltransferase"	"K00664"	NA	"NA  NA"
"rn:R05747"	"YGR203W"	" Arsenate ion + Glutaredoxin <=> Arsenite + Glutaredoxin disulfide"	"glutharedoxin:arsenate oxidoreductase"	"K18065"	NA	"NA  NA"
"rn:R05724"	"YGR234W"	" 2 Nitric oxide + 2 Oxygen + NADH + H+ <=> 2 Nitrate + NAD+"	"nitric oxide, NAD(P)H2:oxygen oxidoreductase"	"K05916"	"path:map05132"	"sce05132  Salmonella infection"
"rn:R05725"	"YGR234W"	" 2 Nitric oxide + 2 Oxygen + NADPH + H+ <=> 2 Nitrate + NADP+"	"nitric oxide, NADPH2:oxygen oxidoreductase"	"K05916"	"path:map05132"	"sce05132  Salmonella infection"
"rn:R03422"	"YGR247W"	" 2',3'-Cyclic nucleotide + H2O <=> Nucleoside 2'-phosphate"	"Nucleoside-2',3'-cyclic-phosphate 2'-nucleotidohydrolase"	"K15435"	NA	"NA  NA"
"rn:R00106"	"YHR042W"	" NADPH + 2 Ferricytochrome <=> NADP+ + 2 Ferrocytochrome + H+"	"NADPH:ferricytochrome oxidoreductase"	"K00327"	NA	"NA  NA"
"rn:R05102"	"YHR042W"	" Cytochrome P-450 oxidized form + NADPH <=> Cytochrome P-450 reduced form + NADP+ + H+"	"NADPH:cytochrome-P-450 oxidoreductase"	"K00327"	NA	"NA  NA"
"rn:R08539"	"YHR042W"	" NADPH + 2 Ferricytochrome b5 <=> NADP+ + 2 Ferrocytochrome b5"	"NADPH:ferricytochrome-b5 oxidoreductase"	"K00327"	NA	"NA  NA"
"rn:R08551"	"YHR042W"	" [Oxidized NADPH---hemoprotein reductase] + NADPH + H+ <=> [Reduced NADPH---hemoprotein reductase] + NADP+"	"cytochrome P-450 reductase"	"K00327"	NA	"NA  NA"
"rn:R08548"	"YHR043C;YHR044C"	"D-Fructose 1-phosphate + H2O <=> D-Fructose + Orthophosphate"	"NONE"	"K01111"	NA	"NA  NA"
"rn:R02587"	"YHR043C;YHR044C"	" 2-Deoxy-D-glucose 6-phosphate + H2O <=> 2-Deoxy-D-glucose + Orthophosphate"	"2-Deoxy-D-glucose 6-phosphate phosphohydrolase"	"K01111"	NA	"NA  NA"
"rn:R05329"	"YHR068W"	" [eIF5A-precursor]-lysine + Spermidine <=> [eIF5A-precursor]-deoxyhypusine + 1,3-Diaminopropane"	"Spermidine:eIF5A-lysine 4-aminobutyltransferase (propane-1,3-diamine-forming)"	"K00809"	NA	"NA  NA"
"rn:R07477"	"YHR068W"	" Spermidine + NAD+ <=> Dehydrospermidine + NADH + H+"	"spermidine:NAD+ oxidoreductase"	"K00809"	NA	"NA  NA"
"rn:R07479"	"YHR068W"	" Dehydrospermidine + [eIF5A-precursor]-lysine <=> N-(4-Aminobutylidene)-[eIF5A-precursor]-lysine + 1,3-Diaminopropane"	"dehydrospermidine:[enzyme]-lysine N-4-aminobutylidenetransferase"	"K00809"	NA	"NA  NA"
"rn:R07480"	"YHR068W"	" N-(4-Aminobutylidene)-[eIF5A-precursor]-lysine + [eIF5A-precursor]-lysine <=> N-(4-Aminobutylidene)-[eIF5A-precursor]-lysine + [eIF5A-precursor]-lysine"	"N-(4-aminobutylidene)-[enzyme]-lysine:[eIF5A-precursor]-lysine N-4-aminobutylidenetransferase"	"K00809"	NA	"NA  NA"
"rn:R07478"	"YHR068W"	" N-(4-Aminobutylidene)-[eIF5A-precursor]-lysine + NADH + H+ <=> [eIF5A-precursor]-deoxyhypusine + NAD+"	"[eIF5A-precursor]-deoxyhypusine:NAD+ oxidoreductase"	"K00809"	NA	"NA  NA"
"rn:R02627"	"YIL110W"	" S-Adenosyl-L-methionine + Protein histidine <=> S-Adenosyl-L-homocysteine + Protein N(tau)-methyl-L-histidine"	"S-Adenosyl-L-methionine:protein-L-histidine N-tele-methyltransferase"	"K18803"	NA	"NA  NA"
"rn:R09932"	"YIR036C"	" (S)-Benzoin + NADP+ <=> Benzil + NADPH + H+"	"(S)-benzoin:NADP+ oxidoreductase"	"K16216"	NA	"NA  NA"
"rn:R00436"	"YJL087C"	" ATP + RNA <=> AMP + Diphosphate + RNA(circular)"	"polyribonucleotide ligase (cyclizing, AMP-forming)"	"K14679"	NA	"NA  NA"
"rn:R07640"	"YJL087C"	" ATP + RNA(n) + RNA(m) <=> AMP + Diphosphate + RNA(n+m)"	"poly(ribonucleotide):poly(ribonucleotide) ligase (AMP-forming)"	"K14679"	NA	"NA  NA"
"rn:R00763"	"YJL155C;YLR345W"	" beta-D-Fructose 2,6-bisphosphate + H2O <=> D-Fructose 6-phosphate + Orthophosphate"	"beta-D-fructose-2,6-bisphosphate 2-phosphohydrolase"	"K19029"	"path:map00051;path:map04152;path:map04919"	"sce00051  Fructose and mannose metabolism;sce04152  AMPK signaling pathway;sce04919  Thyroid hormone signaling pathway"
"rn:R04437"	"YJR070C"	" [eIF5A-precursor]-deoxyhypusine + Reduced acceptor + Oxygen <=> Protein N6-[(R)-4-amino-2-hydroxybutyl]-L-lysine + Acceptor + H2O"	"protein N6-(4-Aminobutyl)-L-lysine, hydrogen-donor:oxygen oxidoreductase (2-hydroxylating)"	"K06072"	NA	"NA  NA"
"rn:R03330"	"YJR110W"	" D-myo-Inositol 1,3-bisphosphate + H2O <=> Inositol 1-phosphate + Orthophosphate"	"D-myo-Inositol-1,3-bisphosphate 3-phosphohydrolase"	"K18083"	"path:map00562;path:map01100;path:map04070;path:map04138"	"sce00562  Inositol phosphate metabolism;sce01100  Metabolic pathways;sce04070  Phosphatidylinositol signaling system;sce04138  Autophagy - yeast"
"rn:R03363"	"YJR110W"	" 1-Phosphatidyl-1D-myo-inositol 3-phosphate + H2O <=> 1-Phosphatidyl-D-myo-inositol + Orthophosphate"	"1-Phosphatidyl-1D-myo-inositol 3-phosphate 3-phosphohydrolase"	"K18083"	"path:map00562;path:map01100;path:map04070;path:map04138"	"sce00562  Inositol phosphate metabolism;sce01100  Metabolic pathways;sce04070  Phosphatidylinositol signaling system;sce04138  Autophagy - yeast"
"rn:R10928"	"YJR110W"	" 1-Phosphatidyl-1D-myo-inositol 3,5-bisphosphate + H2O <=> 1-Phosphatidyl-1D-myo-inositol 5-phosphate + Orthophosphate"	"1-phosphatidyl-1D-myo-inositol-3,5-bisphosphate 3-phosphohydrolase"	"K18083"	"path:map00562;path:map01100;path:map04070;path:map04138"	"sce00562  Inositol phosphate metabolism;sce01100  Metabolic pathways;sce04070  Phosphatidylinositol signaling system;sce04138  Autophagy - yeast"
"rn:R00129"	"YKL151C"	" ATP + (6S)-6beta-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide <=> ADP + Orthophosphate + NADH"	"(6S)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide hydro-lyase (ATP-hydrolysing, NADH-forming)"	"K17757"	NA	"NA  NA"
"rn:R10288"	"YKL151C"	" ATP + (6S)-6beta-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide phosphate <=> ADP + Orthophosphate + NADPH"	"(6S)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine-dinucleotide-phosphate hydro-lyase (ATP-hydrolysing; NADPH-forming)"	"K17757"	NA	"NA  NA"
"rn:R05758"	"YKL218C"	" threo-3-Hydroxy-L-aspartate <=> Oxaloacetate + Ammonia"	"threo-3-hydroxy-L-aspartate ammonia-lyase"	"K22589"	NA	"NA  NA"
"rn:R01845"	"YKR043C"	" Sedoheptulose 1,7-bisphosphate + H2O <=> Sedoheptulose 7-phosphate + Orthophosphate"	"Sedoheptulose 1,7-bisphosphate 1-phosphohydrolase"	"K22315"	NA	"NA  NA"
"rn:R00594"	"YKR056W"	" S-Adenosyl-L-methionine + tRNA containing uridine at position 54 <=> S-Adenosyl-L-homocysteine + tRNA containing ribothymidine at position 54"	"S-Adenosyl-L-methionine:tRNA uracil 5-methyltransferase; S-Adenosyl-L-methionine:tRNA (uracil-5-)-methyltransferase"	"K15331"	NA	"NA  NA"
"rn:R00017"	"YKR066C"	" Hydrogen peroxide + 2 Ferrocytochrome c <=> 2 Ferricytochrome c + 2 H2O"	"ferrocytochrome-c:hydrogen-peroxide oxidoreductase"	"K00428"	NA	"NA  NA"
"rn:R11659"	"YKR076W"	" 2-(Glutathione-S-yl)-hydroquinone + Glutathione <=> Glutathione disulfide + Hydroquinone"	"2-(glutathione-S-yl)-hydroquinone:glutathione oxidoreductase"	"K07393"	NA	"NA  NA"
"rn:R02113"	"YLR189C"	" UDP-glucose + Sterol <=> UDP + Sterol 3-beta-D-glucoside"	"UDPglucose:sterol 3-O-beta-D-glucosyltransferase"	"K05841"	NA	"NA  NA"
"rn:R03992"	"YLR195C"	" Tetradecanoyl-CoA + Glycylpeptide <=> CoA + N-Tetradecanoylglycylpeptide"	"Tetradecanoyl-CoA:glycylpeptide N-tetradecanoyltransferase"	"K00671"	NA	"NA  NA"
"rn:R10611"	"YML005W"	" S-Adenosyl-L-methionine + 4-Demethylwyosine in tRNA(Phe) <=> 5'-Methylthioadenosine + 7-[(3S)-3-Amino-3-carboxypropyl]-4-demethylwyosine in tRNA(Phe)"	"S-adenosyl-L-methionine:tRNA(Phe) (4-demethylwyosine37-C7)-[(3S)-3-amino-3-carboxypropyl]transferase"	"K07055"	NA	"NA  NA"
