mRNA	KO
genemark-BBIL01000001.1-processed-gene-6.22-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-6.22&CDS=1-1668	inu_MNXR115392_kluyveromyces_marxianus
genemark-BBIL01000001.1-processed-gene-1.50-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-1.50&CDS=1-840	YALI0F01650p_MNXR121148_kluyveromyces_marxianus
genemark-BBIL01000010.1-processed-gene-3.63-mRNA-1_1&gene=genemark-BBIL01000010.1-processed-gene-3.63&CDS=1-1764	YALI0F01606g_R11461_kluyveromyces_marxianus
augustus_masked-NODE_17_length_257521_cov_45.5208_ID_33-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_17_length_257521_cov_45.5208_ID_33-processed-gene-1.29&CDS=1-1074	lad_MNXR117337_yHMPu5000034891_ogataea_pini
augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-2.140&CDS=1-1983	K17066_R00608_yHMPu5000034891_ogataea_pini
maker-NODE_12_length_427407_cov_43.2622_ID_23-augustus-gene-2.149-mRNA-1_1&gene=maker-NODE_12_length_427407_cov_43.2622_ID_23-augustus-gene-2.149&CDS=1-3984	K03781_R00009_yHMPu5000034891_ogataea_pini
augustus_masked-NODE_12_length_427407_cov_43.2622_ID_23-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-NODE_12_length_427407_cov_43.2622_ID_23-processed-gene-2.27&CDS=1-2133	dha1_R01440_yHMPu5000034891_ogataea_pini
augustus_masked-NODE_22_length_157628_cov_36.7011_ID_43-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_22_length_157628_cov_36.7011_ID_43-processed-gene-0.8&CDS=1-1140	K00121_R06983_yHMPu5000034891_ogataea_pini
augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.244-mRNA-1_1&gene=augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.244&CDS=1-876	K01070_R00527_yHMPu5000034891_ogataea_pini
augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.54&CDS=1-1092	K00122_R00519_yHMPu5000034891_ogataea_pini
augustus_masked-NODE_18_length_230278_cov_46.9649_ID_35-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_18_length_230278_cov_46.9649_ID_35-processed-gene-0.113&CDS=1-975	K18338_R03772_yHMPu5000034891_ogataea_pini
augustus_masked-NODE_18_length_230278_cov_46.9649_ID_35-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_18_length_230278_cov_46.9649_ID_35-processed-gene-0.96&CDS=1-1242	K12661_R03774_yHMPu5000034891_ogataea_pini
augustus_masked-NODE_27_length_131471_cov_55.5085_ID_53-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_27_length_131471_cov_55.5085_ID_53-processed-gene-0.25&CDS=1-852	YALI0F01650p_MNXR121148_yHMPu5000034891_ogataea_pini
augustus_masked-NODE_9_length_506043_cov_41.1641_ID_17-processed-gene-2.160-mRNA-1_1&gene=augustus_masked-NODE_9_length_506043_cov_41.1641_ID_17-processed-gene-2.160&CDS=1-1833	YALI0F01606g_R11461_yHMPu5000034891_ogataea_pini
snap_masked-APLS01000074.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-APLS01000074.1-processed-gene-0.2&CDS=1-1176	K00121_R06983_hanseniaspora_uvarum
snap_masked-APLS01000032.1-processed-gene-0.108-mRNA-1_1&gene=snap_masked-APLS01000032.1-processed-gene-0.108&CDS=1-882	K01070_R00527_hanseniaspora_uvarum
augustus_masked-APLS01000040.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-APLS01000040.1-processed-gene-0.28&CDS=1-3591	YALI0F01606g_R11461_hanseniaspora_uvarum
augustus_masked-LQMZ01001722.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001722.1-processed-gene-0.2&CDS=1-1533	K00849_R01092_spathaspora_gorwiae
augustus_masked-LQMZ01000962.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000962.1-processed-gene-0.0&CDS=1-1092	K00965_R00955_spathaspora_gorwiae
augustus_masked-LQMZ01001657.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LQMZ01001657.1-processed-gene-0.5&CDS=1-2058	K01784_R00291_spathaspora_gorwiae
augustus_masked-LQMZ01002485.1-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-LQMZ01002485.1-processed-gene-0.64&CDS=1-1455	K03781_R00009_spathaspora_gorwiae
augustus_masked-LQMZ01002143.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LQMZ01002143.1-processed-gene-0.8&CDS=1-1140	K00121_R06983_spathaspora_gorwiae
augustus_masked-LQMZ01000751.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-LQMZ01000751.1-processed-gene-0.33&CDS=1-855	K01070_R00527_spathaspora_gorwiae
augustus_masked-LQMZ01000562.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000562.1-processed-gene-0.0&CDS=1-816	K00122_R00519_spathaspora_gorwiae
augustus_masked-LQMZ01002108.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LQMZ01002108.1-processed-gene-0.21&CDS=1-1125	K00122_R00519_spathaspora_gorwiae
augustus_masked-LQMZ01001664.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-LQMZ01001664.1-processed-gene-0.22&CDS=1-843	YALI0F01650p_MNXR121148_spathaspora_gorwiae
augustus_masked-LQMZ01002316.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LQMZ01002316.1-processed-gene-0.10&CDS=1-3597	YALI0F01606g_R11461_spathaspora_gorwiae
-processed-gene-0.63-mRNA-1_1&gene=genemark-gi|1002318533|dbj|BCIP01000028.1|-processed-gene-0.63&CDS=1-1080	lad_MNXR117337_ambrosiozyma_monospora
-processed-gene-4.33-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-4.33&CDS=1-1533	K03781_R00009_ambrosiozyma_monospora
-processed-gene-12.72-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-12.72&CDS=1-1140	K00121_R06983_ambrosiozyma_monospora
-processed-gene-1.66-mRNA-1_1&gene=genemark-gi|1002318540|dbj|BCIP01000021.1|-processed-gene-1.66&CDS=1-888	K01070_R00527_ambrosiozyma_monospora
-processed-gene-0.17-mRNA-1_1&gene=genemark-gi|1002318527|dbj|BCIP01000034.1|-processed-gene-0.17&CDS=1-1092	K00122_R00519_ambrosiozyma_monospora
-processed-gene-5.87-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-5.87&CDS=1-870	YALI0F01650p_MNXR121148_ambrosiozyma_monospora
-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-0.43&CDS=1-1845	YALI0F01606g_R11461_ambrosiozyma_monospora
-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-gi|1002318504|dbj|BCIP01000057.1|-processed-gene-0.28&CDS=1-1191	YALI0F01606g_R11461_ambrosiozyma_monospora
-processed-gene-5.76-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-5.76&CDS=1-492	K21911_R11333_ambrosiozyma_monospora
snap_masked-flattened_line_116-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.33&CDS=1-1113	lad_MNXR117337_yHMPu5000035688_cyberlindnera_xylosilytica
snap_masked-flattened_line_10-processed-gene-2.246-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.246&CDS=1-1533	K03781_R00009_yHMPu5000035688_cyberlindnera_xylosilytica
snap_masked-flattened_line_3-processed-gene-3.114-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.114&CDS=1-1149	K00121_R06983_yHMPu5000035688_cyberlindnera_xylosilytica
snap_masked-flattened_line_24-processed-gene-1.142-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.142&CDS=1-870	K01070_R00527_yHMPu5000035688_cyberlindnera_xylosilytica
snap_masked-flattened_line_74-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.21&CDS=1-1101	K00122_R00519_yHMPu5000035688_cyberlindnera_xylosilytica
augustus_masked-flattened_line_150-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_150-processed-gene-0.57&CDS=1-1650	K18338_R03772_yHMPu5000035688_cyberlindnera_xylosilytica
snap_masked-flattened_line_52-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.64&CDS=1-1248	K12661_R03774_yHMPu5000035688_cyberlindnera_xylosilytica
snap_masked-flattened_line_80-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.123&CDS=1-1251	K12661_R03774_yHMPu5000035688_cyberlindnera_xylosilytica
snap_masked-flattened_line_32-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.95&CDS=1-1545	inu_MNXR115392_yHMPu5000035688_cyberlindnera_xylosilytica
snap_masked-flattened_line_18-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.55&CDS=1-852	YALI0F01650p_MNXR121148_yHMPu5000035688_cyberlindnera_xylosilytica
snap_masked-flattened_line_36-processed-gene-1.211-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.211&CDS=1-1740	YALI0F01606g_R11461_yHMPu5000035688_cyberlindnera_xylosilytica
augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-0.22&CDS=1-1068	lad_MNXR117337_yHMPu5000034637_ogataea_populiabae
augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.112&CDS=1-1989	K17066_R00608_yHMPu5000034637_ogataea_populiabae
augustus_masked-NODE_21_length_170036_cov_23.214_ID_41-processed-gene-0.233-mRNA-1_1&gene=augustus_masked-NODE_21_length_170036_cov_23.214_ID_41-processed-gene-0.233&CDS=1-1521	K03781_R00009_yHMPu5000034637_ogataea_populiabae
augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-4.63&CDS=1-2133	dha1_R01440_yHMPu5000034637_ogataea_populiabae
augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-6.102&CDS=1-1137	K00121_R06983_yHMPu5000034637_ogataea_populiabae
augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-0.1&CDS=1-879	K01070_R00527_yHMPu5000034637_ogataea_populiabae
augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-1.95&CDS=1-1092	K00122_R00519_yHMPu5000034637_ogataea_populiabae
augustus_masked-NODE_20_length_170422_cov_25.4208_ID_39-processed-gene-0.224-mRNA-1_1&gene=augustus_masked-NODE_20_length_170422_cov_25.4208_ID_39-processed-gene-0.224&CDS=1-993	K18338_R03772_yHMPu5000034637_ogataea_populiabae
augustus_masked-NODE_20_length_170422_cov_25.4208_ID_39-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-NODE_20_length_170422_cov_25.4208_ID_39-processed-gene-0.192&CDS=1-1272	K12661_R03774_yHMPu5000034637_ogataea_populiabae
augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-1.68&CDS=1-870	YALI0F01650p_MNXR121148_yHMPu5000034637_ogataea_populiabae
maker-NODE_5_length_761125_cov_17.9616_ID_9-augustus-gene-0.119-mRNA-1_1&gene=maker-NODE_5_length_761125_cov_17.9616_ID_9-augustus-gene-0.119&CDS=1-3603	YALI0F01606g_R11461_yHMPu5000034637_ogataea_populiabae
-processed-gene-2.10-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-2.10&CDS=1-1062	lad_MNXR117337_wickerhamiella_domercqiae
-augustus-gene-32.54-mRNA-1_1&gene=maker-gi|1002316081|dbj|BCGM01000001.1|-augustus-gene-32.54&CDS=1-3144	K00849_R01092_wickerhamiella_domercqiae
-processed-gene-31.31-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-31.31&CDS=1-1056	K00965_R00955_wickerhamiella_domercqiae
-processed-gene-8.39-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-8.39&CDS=1-1083	K01784_R00291_wickerhamiella_domercqiae
-processed-gene-21.28-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-21.28&CDS=1-1503	K03781_R00009_wickerhamiella_domercqiae
-processed-gene-15.95-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-15.95&CDS=1-1158	K00121_R06983_wickerhamiella_domercqiae
-processed-gene-25.24-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-25.24&CDS=1-846	K01070_R00527_wickerhamiella_domercqiae
-augustus-gene-30.87-mRNA-1_1&gene=maker-gi|1002316081|dbj|BCGM01000001.1|-augustus-gene-30.87&CDS=1-2559	K00122_R00519_wickerhamiella_domercqiae
-processed-gene-15.5-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-15.5&CDS=1-4059	inu_MNXR115392_wickerhamiella_domercqiae
-processed-gene-18.9-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-18.9&CDS=1-873	YALI0F01650p_MNXR121148_wickerhamiella_domercqiae
-processed-gene-16.27-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-16.27&CDS=1-1620	K02575_MNXR101992_wickerhamiella_domercqiae
-processed-gene-16.74-mRNA-1_1&gene=snap_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-16.74&CDS=1-2565	K10534_R00794_wickerhamiella_domercqiae
-processed-gene-16.11-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-16.11&CDS=1-3174	K17877_R00787_wickerhamiella_domercqiae
augustus_masked-NODE_5_length_607518_cov_75.2382_ID_9-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-NODE_5_length_607518_cov_75.2382_ID_9-processed-gene-2.43&CDS=1-1545	K00849_R01092_yHMPu5000034877_tetrapisispora_namnaonensis
augustus_masked-NODE_5_length_607518_cov_75.2382_ID_9-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-NODE_5_length_607518_cov_75.2382_ID_9-processed-gene-2.39&CDS=1-1095	K00965_R00955_yHMPu5000034877_tetrapisispora_namnaonensis
genemark-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-1.98-mRNA-1_1&gene=genemark-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-1.98&CDS=1-2070	K01784_R00291_yHMPu5000034877_tetrapisispora_namnaonensis
maker-NODE_1_length_1154729_cov_74.5298_ID_1-snap-gene-4.1-mRNA-1_1&gene=maker-NODE_1_length_1154729_cov_74.5298_ID_1-snap-gene-4.1&CDS=1-3261	K03781_R00009_yHMPu5000034877_tetrapisispora_namnaonensis
augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-6.43-mRNA-1_1&gene=augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-6.43&CDS=1-1143	K00121_R06983_yHMPu5000034877_tetrapisispora_namnaonensis
augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-10.9-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-10.9&CDS=1-891	K01070_R00527_yHMPu5000034877_tetrapisispora_namnaonensis
augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-3.57&CDS=1-1749	YALI0F01606g_R11461_yHMPu5000034877_tetrapisispora_namnaonensis
genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.98&CDS=1-1065	lad_MNXR117337_yHMPu5000035652_torulaspora_maleeae
genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-0.6&CDS=1-1569	K00849_R01092_yHMPu5000035652_torulaspora_maleeae
genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-0.25&CDS=1-1092	K00965_R00955_yHMPu5000035652_torulaspora_maleeae
snap_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-0.63&CDS=1-2103	K01784_R00291_yHMPu5000035652_torulaspora_maleeae
snap_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.97-mRNA-1_1&gene=snap_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.97&CDS=1-1551	K03781_R00009_yHMPu5000035652_torulaspora_maleeae
genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.125-mRNA-1_1&gene=genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.125&CDS=1-1155	K00121_R06983_yHMPu5000035652_torulaspora_maleeae
genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-1.3-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-1.3&CDS=1-891	K01070_R00527_yHMPu5000035652_torulaspora_maleeae
genemark-NODE_23_length_39239_cov_105.011_ID_4499-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_23_length_39239_cov_105.011_ID_4499-processed-gene-0.28&CDS=1-1674	inu_MNXR115392_yHMPu5000035652_torulaspora_maleeae
genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.39-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.39&CDS=1-849	YALI0F01650p_MNXR121148_yHMPu5000035652_torulaspora_maleeae
maker-NODE_5_length_764704_cov_59.617_ID_1253-augustus-gene-6.85-mRNA-1_1&gene=maker-NODE_5_length_764704_cov_59.617_ID_1253-augustus-gene-6.85&CDS=1-6045	YALI0F01606g_R11461_yHMPu5000035652_torulaspora_maleeae
snap_masked-chr_1.2-processed-gene-12.38-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-12.38&CDS=1-1143	lad_MNXR117337_scheffersomyces_stipitis
snap_masked-chr_3.1-processed-gene-4.25-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-4.25&CDS=1-1572	K00849_R01092_scheffersomyces_stipitis
snap_masked-chr_3.1-processed-gene-4.8-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-4.8&CDS=1-1146	K00965_R00955_scheffersomyces_stipitis
snap_masked-chr_3.1-processed-gene-4.6-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-4.6&CDS=1-2064	K01784_R00291_scheffersomyces_stipitis
snap_masked-chr_2.1-processed-gene-7.30-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-7.30&CDS=1-1458	K03781_R00009_scheffersomyces_stipitis
snap_masked-chr_1.2-processed-gene-11.18-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-11.18&CDS=1-1134	K00121_R06983_scheffersomyces_stipitis
snap_masked-chr_3.1-processed-gene-12.96-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-12.96&CDS=1-867	K01070_R00527_scheffersomyces_stipitis
maker-chr_8.1-snap-gene-4.41-mRNA-1_1&gene=maker-chr_8.1-snap-gene-4.41&CDS=1-2268	K00122_R00519_scheffersomyces_stipitis
augustus_masked-chr_8.1-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-chr_8.1-processed-gene-2.37&CDS=1-1008	K18338_R03772_scheffersomyces_stipitis
snap_masked-chr_8.1-processed-gene-1.82-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-1.82&CDS=1-1287	K12661_R03774_scheffersomyces_stipitis
maker-chr_1.1-snap-gene-2.5-mRNA-1_1&gene=maker-chr_1.1-snap-gene-2.5&CDS=1-3636	YALI0F01650p_MNXR121148_scheffersomyces_stipitis
snap_masked-chr_1.2-processed-gene-12.62-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-12.62&CDS=1-1785	YALI0F01606g_R11461_scheffersomyces_stipitis
snap_masked-chr_3.1-processed-gene-17.132-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-17.132&CDS=1-468	K21911_R11333_scheffersomyces_stipitis
genemark-NODE_71_length_59880_cov_15.7042_ID_141-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_71_length_59880_cov_15.7042_ID_141-processed-gene-0.69&CDS=1-1086	lad_MNXR117337_yHMPu5000034892_ogataea_pilisensis
maker-NODE_8_length_298097_cov_17.6183_ID_15-snap-gene-1.173-mRNA-1_1&gene=maker-NODE_8_length_298097_cov_17.6183_ID_15-snap-gene-1.173&CDS=1-6996	K17066_R00608_yHMPu5000034892_ogataea_pilisensis
genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.181-mRNA-1_1&gene=genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.181&CDS=1-1524	K03781_R00009_yHMPu5000034892_ogataea_pilisensis
genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-0.52&CDS=1-2130	dha1_R01440_yHMPu5000034892_ogataea_pilisensis
genemark-NODE_28_length_170189_cov_14.5606_ID_55-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_28_length_170189_cov_14.5606_ID_55-processed-gene-0.6&CDS=1-1140	K00121_R06983_yHMPu5000034892_ogataea_pilisensis
genemark-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-0.86&CDS=1-879	K01070_R00527_yHMPu5000034892_ogataea_pilisensis
genemark-NODE_48_length_105303_cov_14.6058_ID_95-processed-gene-0.111-mRNA-1_1&gene=genemark-NODE_48_length_105303_cov_14.6058_ID_95-processed-gene-0.111&CDS=1-1092	K00122_R00519_yHMPu5000034892_ogataea_pilisensis
genemark-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-0.18&CDS=1-855	YALI0F01650p_MNXR121148_yHMPu5000034892_ogataea_pilisensis
genemark-NODE_22_length_200920_cov_14.465_ID_43-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_22_length_200920_cov_14.465_ID_43-processed-gene-0.19&CDS=1-1845	YALI0F01606g_R11461_yHMPu5000034892_ogataea_pilisensis
augustus_masked-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-0.57&CDS=1-486	K21911_R11333_yHMPu5000034892_ogataea_pilisensis
augustus_masked-CP006022.1-processed-gene-13.85-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-13.85&CDS=1-7800	lad_MNXR117337_ashbya_aceri
maker-CP006026.1-snap-gene-2.120-mRNA-1_1&gene=maker-CP006026.1-snap-gene-2.120&CDS=1-3609	K03781_R00009_ashbya_aceri
genemark-CP006025.1-processed-gene-12.18-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.18&CDS=1-1143	K00121_R06983_ashbya_aceri
